,Clicks,Impressions,inquiry_requests_count,bid_count,on_artsy,search_volume,artist_slug,domain,gallery_tier,lead_id,account_id,min_distance_to_art_city,partner_on_artsy
2003,36004.0,7431622.0,16915.0,2110.0,8.0,487360.0,26,galerie-mensing.de,,00QC000001ehbVbMAI,,3217.2964301211628,False
2005,,,276.0,1.0,1.0,650.0,25,galerie-nottbohm.de,,,,3217.2964301211628,False
2006,315.0,8204.0,276.0,6.0,2.0,260.0,24,galerie-oniris.com,,00QC000001k6hrGMAQ,,3217.2964301211628,False
2013,3225.0,200038.0,2145.0,327.0,9.0,18880.0,24,galerie-rulaender.de,,00QC000001k6gWzMAI,,3217.2964301211628,False
2015,1463.0,66323.0,1180.0,76.0,13.0,6810.0,25,galerie-schoettle.de,,,,3217.2964301211628,False
2021,,,247.0,68.0,4.0,880.0,25,galerie-st-johann.de,,,,157.3792183773302,False
2025,4761.0,381056.0,8131.0,707.0,14.0,27770.0,25,galerie-ueberlingen.de,,00QC000001ei8fQMAQ,001C000001bbZgPIAU,157.3792183773302,False
2027,3112.0,104812.0,56.0,19.0,2.0,5540.0,24,galerie-van-staden.de,,00QC000001k6hrwMAA,,3217.2964301211628,False
2031,,,223.0,59.0,1.0,1900.0,25,galerie125.fr,,,,3217.2964301211628,False
2033,1123.0,48061.0,156.0,1.0,2.0,970.0,25,galeriealaindaudet.com,,,,3217.2964301211628,False
2034,5723.0,421221.0,4856.0,630.0,18.0,44030.0,25,galeriealminerech.com,,00QC000001eh47PMAQ,,0.2712119048305544,False
2047,1600.0,156367.0,507.0,98.0,8.0,6300.0,25,galeriebommer.ch,,,,3217.2964301211628,False
2052,1133.0,136866.0,150.0,29.0,5.0,9680.0,25,galeriebusche.de,,00QC000001ejSFFMA2,,3217.2964301211628,False
2062,719.0,29823.0,636.0,35.0,4.0,6800.0,23,galeriedelorme.fr,,,,3217.2964301211628,False
2073,,,8.0,11.0,2.0,3200.0,24,galeriedumarche.ch,,00QC000001eiN3WMAU,,59.400465893303014,False
2076,587.0,29303.0,432.0,4.0,1.0,1300.0,25,galerieedeling.com,,00QC000001ejAXKMA2,,3217.2964301211628,False
2085,673.0,43526.0,1425.0,162.0,5.0,5590.0,17,galeriegz.fr,,,,3217.2964301211628,False
2094,1410.0,74074.0,702.0,113.0,11.0,5800.0,25,galeriejaegerbucher.com,,,,0.2122437418448946,False
2095,321.0,10601.0,281.0,10.0,4.0,4120.0,8,galeriejamar.be,,00QC000001dvNx1MAE,001C000001QmZpwIAF,3217.2964301211628,False
2108,1785.0,100519.0,585.0,58.0,5.0,9920.0,25,galeriekuehn.de,,00QC000001ehDpCMAU,,3217.2964301211628,False
2110,3486.0,120984.0,1285.0,22.0,11.0,29410.0,21,galerielelong.com,,00QC000001jMPoIMAW,,3217.2964301211628,False
2122,23599.0,5621692.0,9413.0,1395.0,20.0,348070.0,26,galeriemessine.fr,,,,3217.2964301211628,False
2128,,,389.0,61.0,4.0,3200.0,18,galerieminsky.com,,00QC000001dvlJYMAY,,1.8689622917426187,False
2130,9072.0,2438014.0,3377.0,576.0,4.0,169020.0,26,galeriemodern.nl,,00QC000001fLFYgMAO,,3217.2964301211628,False
2132,861.0,39813.0,683.0,6.0,4.0,1890.0,25,galerienoah.com,,00QC000001dvoqUMAQ,,164.30925475618122,False
2145,1148.0,50039.0,465.0,44.0,11.0,5760.0,21,galerierienzo.com,,00QC000001k6hxzMAA,,3217.2964301211628,False
2146,,,11.0,0.0,1.0,90.0,6,galerieriviera.com,,,001C000001Y54e8IAB,3217.2964301211628,False
2157,,,210.0,2.0,6.0,220.0,25,galerieursmeile.ch,,00QC000001k6hyIMAQ,,3217.2964301211628,False
2164,,,3.0,2.0,1.0,90.0,25,galerieweiertal.ch,,00QC000001k6gqqMAA,,3217.2964301211628,False
2178,,,15.0,0.0,1.0,260.0,21,galleri-kleerup.se,,,,504.5145129957537,False
2180,,,34.0,0.0,2.0,2900.0,7,galleriaantologia.it,,00QC000001k6hyoMAA,,3217.2964301211628,False
2196,,,200.0,9.0,3.0,390.0,16,galleriamichelangelo.com,,00QC000001ehV8IMAU,,3217.2964301211628,False
2206,287.0,11343.0,45.0,30.0,11.0,1430.0,25,galleriarotaross.com,,00QC000001ejeaCMAQ,,154.02454180766875,False
2208,711.0,91361.0,429.0,42.0,14.0,7010.0,23,galleriarusso.it,,,,3217.2964301211628,False
2223,1014.0,42275.0,756.0,47.0,3.0,2460.0,10,gallerja.it,,00QC000001eivUKMAY,,3217.2964301211628,False
2240,,,21.0,8.0,6.0,2470.0,25,gallery19th21st.free.fr,,,,3407.348344661329,False
2247,1758.0,242221.0,2320.0,1234.0,3.0,46020.0,24,galleryad.com,,00QC000001k6f6EMAQ,,3217.2964301211628,False
2256,268.0,8178.0,5.0,0.0,1.0,5370.0,24,gallerydirectart.com,,00QC000001k6fNdMAI,,3217.2964301211628,False
2257,,,20.0,0.0,2.0,2110.0,25,gallerydusoleil.com,,,,3217.2964301211628,False
2262,,,25.0,0.0,2.0,110.0,25,galleryfunaki.com.au,,00QC000001dvjuWMAQ,001C000001Y54RvIAJ,3217.2964301211628,False
2267,,,36.0,3.0,3.0,56460.0,25,galleryjamel.com,,00QC000001ehQELMA2,,3217.2964301211628,False
2274,,,0.0,0.0,1.0,260.0,7,gallerymack.com,,00QC000001ej9XtMAI,,4479.740595724947,False
2276,,,0.0,26.0,1.0,1280.0,25,gallerymeltdown.wordpress.com,,00QC000001k6i4bMAA,,3217.2964301211628,False
2290,,,7.0,0.0,1.0,2400.0,25,gallerysoulflower.com,,,,403.25323750648556,False
2297,984.0,25016.0,34.0,0.0,1.0,1000.0,25,gam-essen.de,,00QC000001dvlN5MAI,,3217.2964301211628,False
2300,,,0.0,0.0,1.0,340.0,9,garde-rail.com,,00QC000001dv4ScMAI,001C000001XDT3MIAX,3217.2964301211628,False
2304,,,18.0,0.0,1.0,110.0,16,garyfrancisfineart.com,,00QC000001einbQMAQ,,3217.2964301211628,False
2310,,,0.0,1.0,1.0,3080.0,25,gauntletgallery.com,,00QC000001eje7eMAA,001C000001aaSGnIAM,4826.671288880259,False
2316,,,7.0,8.0,2.0,460.0,11,gce.nu,,,,3217.2964301211628,False
2324,,,20.0,3.0,2.0,720.0,5,geoffreyhatty.com,,,001C000001Y54XuIAJ,3217.2964301211628,False
2332,391.0,19145.0,21.0,3.0,1.0,1440.0,19,gertrude.org.au,,00QC000001eiCDlMAM,,3217.2964301211628,False
2346,,,0.0,0.0,1.0,320.0,24,gingrassgallery.com,,00QC000001eh3gOMAQ,,3927.95235730741,False
2348,6601.0,946584.0,3065.0,233.0,15.0,42540.0,20,giorgiomastinufineart.it,,00QC000001k6i8TMAQ,,0.7898712822162014,False
2360,737.0,53007.0,659.0,31.0,1.0,2400.0,25,glasgowsculpturestudios.org,,00QC000001ehVh8MAE,,353.8901799847592,False
2362,622.0,63223.0,262.0,6.0,2.0,3600.0,23,glendacinquegrana.com,,,,151.91791134838294,False
2364,51973.0,5718399.0,35829.0,5115.0,12.0,525880.0,16,globegallery.co.uk,,,,3217.2964301211628,False
2379,324.0,5242.0,45.0,9.0,4.0,2460.0,25,govettbrewster.com,,00QC000001eh5V3MAI,,3217.2964301211628,False
2380,,,70.0,25.0,4.0,3410.0,21,govindagallery.com,,00QC000001eih1ZMAQ,,3217.2964301211628,False
2386,,,32.0,1.0,1.0,640.0,25,grahamsfineartgallery.co.za,,00QC000001k6i9JMAQ,,3639.731375278944,False
2387,,,0.0,1.0,1.0,990.0,19,grandarts.com,,00QC000001ejZNXMA2,,4367.481011352983,False
2392,434.0,20944.0,52.0,39.0,2.0,22640.0,46,greatamericanwestgallery.com,,00QC000001ei8OLMAY,,4773.845513176524,False
2405,,,3.0,0.0,1.0,980.0,25,greyart.com,,,001C000001X4jzEIAR,3217.2964301211628,False
2411,12462.0,3178965.0,3945.0,677.0,6.0,167580.0,8,grossmont.edu,,00QC000001k6gFwMAI,,5272.354528358088,False
2418,45691.0,6530465.0,20039.0,2027.0,10.0,442200.0,10,guestprojects.com,,00QC000001dvooOMAQ,,3217.2964301211628,False
2431,2884.0,244001.0,1678.0,476.0,3.0,12750.0,6,gustavoolivieriantiques.com,,,001C000001Y54jHIAR,3217.2964301211628,False
2475,3324.0,456426.0,267.0,41.0,1.0,56740.0,25,harwoodmuseum.org,,00QC000001eiZk2MAE,,3217.2964301211628,False
2483,448.0,77030.0,109.0,50.0,3.0,26200.0,25,hayhill.com,,,,3217.2964301211628,False
2489,1662.0,138424.0,545.0,74.0,5.0,19380.0,25,heartnsoulgallery.com,,,,5158.612529274489,False
2494,,,7.0,1.0,2.0,540.0,25,heikepickettgallery.com,,,,3217.2964301211628,False
2511,,,63.0,0.0,2.0,260.0,8,hendershotgallery.com,,,,3217.2964301211628,False
2517,,,19.0,0.0,1.0,2360.0,25,hepplestonefineart.com,,00QC000001dvpooMAA,,3217.2964301211628,False
2518,1676.0,147701.0,399.0,137.0,5.0,8240.0,8,hepworthwakefield.org,,00QC000001ehOwyMAE,,3217.2964301211628,False
2520,,,0.0,0.0,1.0,210.0,7,hermannaudrey.com,,00QC000001k6gXAMAY,,3970.8153202401163,False
2531,670.0,50015.0,6.0,9.0,1.0,2400.0,25,hieke-art.com,,00QC000001dvlLUMAY,,3217.2964301211628,False
2537,,,11.0,1.0,1.0,320.0,20,highstgallery.co.uk,,00QC000001eijQbMAI,,3217.2964301211628,False
2543,,,24.0,0.0,1.0,210.0,18,hilt-art.ch,,00QC000001k6iCpMAI,,3217.2964301211628,False
2552,594.0,22338.0,242.0,41.0,2.0,880.0,24,hivaoa.nl,,00QC000001ehHumMAE,,3217.2964301211628,False
2555,,,0.0,0.0,1.0,260.0,6,hlchalfant.com,,00QC000001dvEVbMAM,001C000001Y552dIAB,3578.596863972958,False
2562,876.0,56093.0,70.0,35.0,5.0,16010.0,25,holstengalleries.com,,00QC000001ehWQmMAM,,4957.930442954525,False
2566,257.0,7939.0,104.0,7.0,2.0,1850.0,16,horshamartgallery.com.au,,,,4627.834922345319,False
2580,,,0.0,0.0,1.0,720.0,24,hydeparkantiques.com,,00QC000001dvA9AMAU,001C000001WBXCHIA5,3217.2964301211628,False
2584,,,66.0,0.0,1.0,1910.0,19,iamgallerymadrid.com,,00QC000001k6iDaMAI,,654.5574209969118,False
2590,5394.0,973425.0,7865.0,1232.0,4.0,614490.0,25,icanvasart.com,,00QC000001eiFN5MAM,,3217.2964301211628,False
2594,,,0.0,0.0,1.0,1300.0,2,idealformsnyc.com,,,001C000001Y54jWIAR,3217.2964301211628,False
2598,,,14.0,1.0,2.0,1440.0,25,ifartgallery.blogspot.in,,,,3217.2964301211628,False
2599,383.0,15537.0,188.0,34.0,4.0,4550.0,11,ifpda.org,,00QC000001ej8tDMAQ,001C0000018fFcRIAU,3483.379126855143,False
2603,,,12.0,0.0,2.0,170.0,5,ikon-gallery.co.uk,,,,3217.2964301211628,False
2606,,,3.0,0.0,1.0,390.0,10,iliadantik.com,,00QC000001eh50PMAQ,,3479.758500829016,False
2607,,,17.0,7.0,2.0,210.0,4,illusionsmaler.at,,00QC000001ehbowMAA,,264.73881138557715,False
2616,394.0,17908.0,334.0,36.0,2.0,3110.0,7,impressions-gallery.com,,00QC000001eiiPIMAY,,3217.2964301211628,False
2620,,,75.0,2.0,2.0,1140.0,9,indexgallery.wordpress.com,,00QC000001k6iFeMAI,,103.50595914496866,False
2623,,,252.0,42.0,7.0,5710.0,25,infocusgalerie.de,,,,3217.2964301211628,False
2630,449.0,11360.0,66.0,0.0,1.0,2200.0,18,inoperable.at,,00QC000001k6iFyMAI,,270.2430185015314,False
2636,,,19.0,0.0,1.0,560.0,25,interiorangle.co.uk,,00QC000001ej6KaMAI,,21.383149234821044,False
2641,16693.0,1348544.0,5509.0,731.0,11.0,103850.0,25,inwitgalerie.com,,,001C000001Y54WWIAZ,3217.2964301211628,False
2644,599.0,44309.0,528.0,159.0,4.0,4590.0,13,ira.usf.edu,,00QC000001ehEIeMAM,,3217.2964301211628,False
2645,530.0,20883.0,131.0,0.0,4.0,1870.0,12,irfinearts.com,,00QC000001eiEXwMAM,,3217.2964301211628,False
2646,,,0.0,0.0,1.0,390.0,12,ironwoodgallery.com,,00QC000001eiWYWMA2,,3437.520897816328,False
2652,,,86.0,9.0,4.0,2200.0,12,istitutosvizzero.it,,00QC000001eiAkDMAU,001C000001YKmknIAD,151.59332565417677,False
2654,3137.0,512220.0,1463.0,39.0,9.0,60940.0,26,ivorypress.com,,00QC000001eiiCnMAI,,3217.2964301211628,False
2731,4049.0,158924.0,913.0,5.0,3.0,8590.0,12,joelcooner.com,,00QC000001dvA9jMAE,001C000001Y54I5IAJ,3217.2964301211628,False
2735,,,1.0,10.0,1.0,980.0,25,johanssen-gallery.com,,00QC000001eg3jqMAA,,3217.2964301211628,False
2737,4397.0,430533.0,1363.0,146.0,9.0,82920.0,26,johnclearygallery.com,,,,3217.2964301211628,False
2738,2284.0,58625.0,127.0,24.0,3.0,3880.0,4,johnen-schoettle.de,,,,233.93742069135382,False
2764,465.0,17246.0,186.0,11.0,2.0,3920.0,25,jstchillin.org,,00QC000001k6fDZMAY,,3217.2964301211628,False
2780,262.0,15754.0,60.0,1.0,3.0,5660.0,16,junipergallery.com,,00QC000001k6iJNMAY,,3217.2964301211628,False
2781,3901.0,284525.0,2489.0,106.0,9.0,30640.0,25,jupiterartland.org,,,,3217.2964301211628,False
2789,,,31.0,3.0,1.0,1000.0,25,kaleideditions.com,,00QC000001k6gqAMAQ,,13.150548218895691,False
2825,,,7.0,14.0,2.0,530.0,25,kentlergallery.org,,00QC000001eh5OMMAY,,3217.2964301211628,False
2831,576.0,18478.0,358.0,11.0,7.0,11040.0,24,kettererkunst.com,,00QC000001ehFg8MAE,,3217.2964301211628,False
2832,,,15.0,0.0,1.0,170.0,23,kevinkavanaghgallery.ie,,,,3217.2964301211628,False
2842,47336.0,10693479.0,21671.0,2147.0,10.0,756300.0,26,kingandmcgaw.com,,00QC000001k6iMEMAY,,3217.2964301211628,False
2847,3011.0,411858.0,7619.0,1156.0,1.0,165000.0,25,kiwipainting.co.nz,,00QC000001ehbnFMAQ,,3217.2964301211628,False
2850,,,82.0,5.0,1.0,410.0,24,klinkhoff.ca,,,,3217.2964301211628,False
2865,,,10.0,0.0,2.0,480.0,25,kopartgallery.com,,00QC000001ehHzlMAE,,893.0720830259156,False
2874,434.0,20944.0,81.0,53.0,5.0,12620.0,25,kramerfineart.com,,00QC000001eiBg3MAE,,3217.2964301211628,False
2885,20931.0,3045324.0,13575.0,1276.0,4.0,204640.0,25,kueper-galleries.com,,00QC000001k6iMnMAI,,3217.2964301211628,False
2895,279.0,15785.0,473.0,92.0,4.0,2480.0,24,kunsthaus-schill.de,,00QC000001ehVvGMAU,,111.58985474505879,False
2896,,,2.0,0.0,1.0,404210.0,24,kunstkopie.nl,,00QC000001k6fzSMAQ,,3217.2964301211628,False
2899,10045.0,624079.0,5142.0,618.0,13.0,51240.0,24,kunstpalais.de,,00QC000001eiF5PMAU,,3217.2964301211628,False
2900,,,166.0,2.0,2.0,3390.0,25,kunstraum-dreieich.de,,00QC000001dvmdsMAA,,3217.2964301211628,False
2901,1528.0,107870.0,718.0,114.0,4.0,7900.0,25,kunstuitleenmaastricht.nl,,00QC000001k6fzUMAQ,,3217.2964301211628,False
2909,345.0,9401.0,62.0,0.0,1.0,2470.0,8,l-13.org,,00QC000001eizgMMAQ,,13.150548218895691,False
2911,6213.0,141832.0,4048.0,66.0,4.0,10860.0,25,labarttexas.com,,00QC000001k6iNSMAY,,4771.3207571115945,False
2917,1641.0,104967.0,1492.0,219.0,2.0,8100.0,23,lacygallery.com,,00QC000001ehOOuMAM,,3217.2964301211628,False
2921,,,949.0,127.0,11.0,9580.0,26,lagaleriedelinstant.com,,,001C000001WBXTlIAP,0.2502853617697585,False
2923,,,51.0,0.0,5.0,170.0,25,lagiarina.it,,00QC000001k6iPiMAI,,3217.2964301211628,False
2925,1708.0,249954.0,2260.0,1267.0,3.0,29000.0,4,lalalandprints.com,,00QC000001k6fFjMAI,,5158.916716384384,False
2939,,,22.0,1.0,3.0,1360.0,17,lapetitemortgallery.com,,00QC000001jLq4JMAS,,3217.2964301211628,False
2943,5217.0,470401.0,2041.0,494.0,11.0,34840.0,25,larsenartauction.com,,,,5286.291830584605,False
2945,,,11.0,0.0,1.0,260.0,25,lascatolagallery.com,,,,11.370027344283166,False
2949,2293.0,47501.0,239.0,149.0,4.0,4790.0,25,latinart.com,,00QC000001dvlQ0MAI,,3217.2964301211628,False
2971,300.0,11415.0,35.0,3.0,1.0,2400.0,25,leconsortium.fr,,00QC000001ejHwcMAE,,120.39356863619548,False
2981,,,251.0,32.0,1.0,4720.0,10,leicastore-frankfurt.de,,00QC000001k6g6GMAQ,,3217.2964301211628,False
2989,,,223.0,59.0,1.0,1900.0,24,lesartistestemoins.com,,00QC000001k6frBMAQ,,3217.2964301211628,False
3018,,,0.0,1.0,1.0,1300.0,16,limehousegallery.co.uk,,00QC000001k6iQsMAI,,3217.2964301211628,False
3019,,,3.0,1.0,1.0,870.0,25,linadavidov.com,,00QC000001ejZlyMAE,,1.3996664438289252,False
3022,490.0,36212.0,40.0,0.0,1.0,8100.0,6,lindensgallery.com,,00QC000001eiEvAMAU,,3217.2964301211628,False
3030,,,4.0,0.0,1.0,1900.0,25,lisaking.co.za,,00QC000001k6iR6MAI,,3217.2964301211628,False
3033,9034.0,547187.0,1070.0,150.0,5.0,34800.0,9,lismorecastlearts.ie,,00QC000001k6fzyMAA,,350.3706826329819,False
3035,,,0.0,0.0,1.0,1080.0,26,litkabinet.ru,,00QC000001k6gR4MAI,,3217.2964301211628,False
3036,581.0,28098.0,534.0,25.0,5.0,2690.0,25,litografisk.dk,,00QC000001ejEReMAM,,220.6014099290953,False
3037,,,0.0,1.0,1.0,3970.0,22,littleartbook.com,,00QC000001eh5KKMAY,,13.150548218895691,False
3049,386.0,4014.0,52.0,0.0,1.0,390.0,9,localityart.com,,00QC000001k6gRGMAY,,3696.6876307710504,False
3050,,,21.0,0.0,1.0,480.0,25,localohioart.com,,00QC000001einCnMAI,,4854.994953066862,False
3057,1757.0,84345.0,330.0,97.0,5.0,11710.0,25,loeb.ch,,00QC000001ejAZjMAM,,42.77041001777409,False
3058,4708.0,401088.0,2382.0,579.0,9.0,36110.0,22,lofty.com,,00QC000001ei81bMAA,,3217.2964301211628,False
3077,,,8.0,1.0,1.0,590.0,10,lordnelsons.com,,00QC000001ehRCHMA2,,3653.6333342381085,False
3078,686.0,81175.0,457.0,71.0,1.0,6280.0,25,lorenaruizdevilla.com,,,,503.137101311038,False
3082,,,28.0,0.0,2.0,1200.0,25,lothringer13.de,,00QC000001k6iUdMAI,,188.6745891226561,False
3095,,,34.0,0.0,2.0,210.0,14,lovellgallery.co.za,,00QC000001ehYBpMAM,,3217.2964301211628,False
3098,1042.0,66868.0,1054.0,53.0,15.0,23580.0,25,lparkerstephenson.com,,,,3217.2964301211628,False
3109,348.0,13506.0,81.0,0.0,2.0,590.0,23,lucien-schweitzer.lu,,,,3217.2964301211628,False
3110,348.0,13506.0,182.0,0.0,3.0,590.0,24,lucienschweitzer.lu,,00QC000001k6iUjMAI,,3217.2964301211628,False
3111,253.0,8087.0,132.0,33.0,5.0,1730.0,9,lucienterras.com,,00QC000001k6iUkMAI,,3217.2964301211628,False
3112,363.0,15584.0,385.0,3.0,1.0,1900.0,10,luckygallery.com,,00QC000001ejEwmMAE,,3217.2964301211628,False
3113,663.0,32406.0,226.0,13.0,6.0,2450.0,25,lucy-johnson.com,,00QC000001ehVeyMAE,,3217.2964301211628,False
3119,,,0.0,0.0,1.0,1240.0,18,lululaboratorium.com,,00QC000001k6fH7MAI,,3217.2964301211628,False
3120,5864.0,146845.0,1621.0,56.0,5.0,9110.0,25,lumas.ch,,00QC000001k6iUmMAI,,3217.2964301211628,False
3122,5864.0,146845.0,1962.0,58.0,8.0,15640.0,24,lumas.de,,00QC000001eiu9IMAQ,,3217.2964301211628,False
3123,7843.0,334275.0,3407.0,237.0,20.0,27480.0,25,lumberroom.com,,00QC000001eizjVMAQ,,3217.2964301211628,False
3129,399.0,13149.0,512.0,213.0,1.0,1000.0,24,lunariagallery.com,,00QC000001eiPngMAE,,3217.2964301211628,False
3136,,,3.0,3.0,1.0,210.0,13,luzfineart.com,,00QC000001eiOm7MAE,,3217.2964301211628,False
3137,353.0,12122.0,23.0,1.0,1.0,1740.0,25,lvl3media.com,,,,3971.1407575245375,False
3143,,,13.0,3.0,2.0,610.0,7,m.project.free.fr,,00QC000001k6iV3MAI,,3217.2964301211628,False
3150,655.0,26133.0,418.0,6.0,3.0,2950.0,25,mackasanatgalerisi.com,,00QC000001ej8EeMAI,,3217.2964301211628,False
3156,,,142.0,18.0,2.0,1390.0,4,madisonlondon.com,,00QC000001k6iVHMAY,,3217.2964301211628,False
3160,511.0,42422.0,31.0,0.0,1.0,2400.0,11,maerzcontemporary.com,,00QC000001dvFAPMA2,001C000001X4k24IAB,2.029600960842978,False
3161,511.0,42422.0,31.0,0.0,1.0,2400.0,14,maerzmolde.no,,,,743.2720626401149,False
3171,2603.0,89163.0,3571.0,416.0,8.0,15060.0,25,magnoliaeditions.com,,,,4831.253995696501,False
3181,,,77.0,5.0,11.0,1280.0,25,makassar-france.com,,00QC000001k6iVcMAI,,3217.2964301211628,False
3186,23652.0,4323784.0,6437.0,1225.0,20.0,272240.0,26,malingue.net,,00QC000001dvjy6MAA,,3217.2964301211628,False
3191,11287.0,933665.0,2539.0,313.0,9.0,64130.0,25,mamac-nice.org,,00QC000001XiZLkMAN,001C000001MjXPjIAN,3217.2964301211628,False
3192,4378.0,273546.0,3579.0,100.0,10.0,13150.0,25,mamanfineart.com,,00QC000001k6iVhMAI,,3217.2964301211628,False
3202,3324.0,456426.0,267.0,41.0,1.0,50570.0,25,manorhillfineart.com,,00QC000001ejI8gMAE,,3571.9765649038404,False
3203,7241.0,775766.0,12036.0,1630.0,4.0,186000.0,5,manorhousegallery.co.uk,,00QC000001k6iVsMAI,,238.98153287056243,False
3204,1811.0,249122.0,1510.0,114.0,10.0,22500.0,21,manuspresse.de,,,,111.02292987779748,False
3213,33340.0,5508117.0,16035.0,1811.0,17.0,366190.0,24,marcodearco.com,,00QC000001k6iVzMAI,,654.5574209969118,False
3214,,,59.0,0.0,5.0,400.0,22,marcorossiartecontemporanea.com,,00QC000001k6iW3MAI,,152.1143705122125,False
3217,2047.0,133239.0,1276.0,192.0,1.0,5400.0,2,margateart.uk,,00QC000001k6iW7MAI,,52.55536261534692,False
3218,,,2.0,0.0,1.0,320.0,15,marginalutility.org,,00QC000001k6greMAA,,3217.2964301211628,False
3219,6576.0,397784.0,3891.0,961.0,13.0,27750.0,25,margotsteingallery.com,,,,3217.2964301211628,False
3228,,,15.0,6.0,1.0,1980.0,15,marinacain.com,,00QC000001ejEtEMAU,,3217.2964301211628,False
3230,,,132.0,8.0,1.0,260.0,11,mariomueller.org,,00QC000001k6fBhMAI,,221.7203869615867,False
3234,1516.0,83691.0,1447.0,287.0,14.0,12330.0,24,markanto.de,,,001C000001Y54kKIAR,3217.2964301211628,False
3248,948.0,14239.0,116.0,6.0,1.0,880.0,24,marseilleexpos.com,,00QC000001k6gaaMAA,,3217.2964301211628,False
3254,2158.0,96836.0,753.0,143.0,7.0,12940.0,25,marthahenry.com,,00QC000001dv4kqMAA,,3217.2964301211628,False
3256,17458.0,2730981.0,8550.0,625.0,7.0,200720.0,25,martinaartgallery.com,,00QC000001eint9MAA,,3217.2964301211628,False
3265,10702.0,412479.0,4853.0,291.0,22.0,31200.0,25,maruani-noirhomme.com,,00QC000001k6gN2MAI,,3217.2964301211628,False
3271,13504.0,605902.0,3788.0,1451.0,11.0,28000.0,25,masbeirut.com,,00QC000001ejElZMAU,,979.7872824635658,False
3272,1356.0,152954.0,242.0,6.0,3.0,20240.0,25,masergalleries.com,,00QC000001eiExuMAE,,3734.9125104926716,False
3276,,,1.0,1.0,1.0,1480.0,25,mastersgallerydenver.com,,00QC000001k6rh4MAA,,3217.2964301211628,False
3277,1901.0,64721.0,1185.0,205.0,5.0,6090.0,25,mastersgalleryltd.com,,,,4390.8202875548595,False
3284,,,33.0,1.0,5.0,5180.0,25,mathieu-neouze.fr,,00QC000001k6gWoMAI,,3217.2964301211628,False
3285,,,1.0,0.0,1.0,210.0,16,mathildehatzenberger.eu,,00QC000001eiLSjMAM,,3217.2964301211628,False
3300,3185.0,166967.0,1431.0,67.0,13.0,19570.0,31,maxprotetch.com,,00QC000001ehXswMAE,,3481.855178189414,False
3321,,,79.0,0.0,1.0,58370.0,25,mchampetier.com,,00QC000001eiAJ2MAM,,3217.2964301211628,False
3322,838.0,50650.0,210.0,13.0,4.0,10900.0,24,mcintoshgallery.ca,,00QC000001ehbuaMAA,,3217.2964301211628,False
3330,,,42.0,0.0,3.0,1800.0,7,md72.com,,00QC000001ei8eiMAA,,2.199077847524897,False
3334,38442.0,2646715.0,30117.0,3739.0,21.0,327560.0,25,meadcarney.com,,00QC000001k6iX5MAI,,13.754274020659192,False
3335,6703.0,456433.0,4768.0,495.0,4.0,24490.0,25,meadowarts.org,,00QC000001eixYpMAI,,109.583966173381,False
3339,,,29.0,3.0,3.0,720.0,12,medicci.com,,00QC000001ehFn9MAE,,3217.2964301211628,False
3341,,,237.0,61.0,2.0,3520.0,20,meentart.com,,00QC000001k6ia8MAA,,219.16226369320165,False
3347,14979.0,2535991.0,8391.0,604.0,1.0,411000.0,25,melbournestyle.com.au,,00QC000001eibjeMAA,,3217.2964301211628,False
3350,4724.0,695358.0,3406.0,421.0,1.0,60500.0,18,memoart.eu,,00QC000001bcQeWMAU,,3217.2964301211628,False
3354,274.0,10510.0,164.0,0.0,4.0,1950.0,25,menotti.at,,00QC000001eh42PMAQ,,256.4569579505451,False
3362,67690.0,8226765.0,39113.0,4420.0,21.0,572330.0,31,mertensfineart.com,,00QC000001dvlUBMAY,,5084.432655282689,False
3366,1150.0,516627.0,181.0,0.0,3.0,49190.0,13,mestrovic.hr,,00QC000001k6iaSMAQ,,3217.2964301211628,False
3367,,,26.0,0.0,3.0,800.0,25,metergallery.com,,00QC000001k6iaUMAQ,,3217.2964301211628,False
3371,815.0,15112.0,162.0,1.0,2.0,910.0,24,metropolitan-gallery.de,,00QC000001k6rl1MAA,,149.42237637665292,False
3373,,,18.0,1.0,2.0,1910.0,9,meyartgallery.com,,00QC000001dvmFbMAI,,3367.1779444442454,False
3377,1849.0,82157.0,2554.0,359.0,12.0,10650.0,25,meyerkainer.at,,,,3217.2964301211628,False
3385,3910.0,132021.0,483.0,25.0,5.0,7230.0,24,miami-project.com,,00QC000001k6ialMAA,,4449.226568941471,False
3390,,,51.0,18.0,1.0,470.0,17,michaelcarr.net,,00QC000001k6iapMAA,,3217.2964301211628,False
3402,3733.0,281207.0,2571.0,469.0,2.0,13700.0,3,michali.us,,,,3217.2964301211628,False
3405,,,603.0,8.0,17.0,140.0,25,michelacattai.it,,00QC000001dvAEKMA2,001C000001Y54XqIAJ,3217.2964301211628,False
3410,21449.0,2930370.0,10439.0,877.0,9.0,194870.0,11,michelvidal.com,,00QC000001ehRGmMAM,001C000001WBX8RIAX,3217.2964301211628,False
3412,1130.0,34103.0,478.0,43.0,7.0,55680.0,44,midamericafinearts.com,,00QC000001eiWJ7MAM,,4540.581444649305,False
3414,,,9.0,3.0,1.0,1270.0,8,midhudsongalleries.com,,00QC000001k6gRhMAI,,3217.2964301211628,False
3422,4134.0,297829.0,2783.0,202.0,3.0,19880.0,15,mikekarstensgraphics.com,,00QC000001k6iaxMAA,,248.31397957971498,False
